"date_str","opp","result","record","team","league","division","pct","date_str2"
"Friday, Aug 21","OAK","W","61-61","TBR","AL","east",0.5,2015-08-21
"Saturday, Aug 22","OAK","W","62-61","TBR","AL","east",0.504065040650406,2015-08-22
"Sunday, Aug 23","OAK","L","62-62","TBR","AL","east",0.5,2015-08-23
"Tuesday, Aug 25","MIN","L","62-63","TBR","AL","east",0.496,2015-08-25
"Wednesday, Aug 26","MIN","L","62-64","TBR","AL","east",0.492063492063492,2015-08-26
"Thursday, Aug 27","MIN","W","63-64","TBR","AL","east",0.496062992125984,2015-08-27
"Friday, Aug 28","KCR","L","63-65","TBR","AL","east",0.4921875,2015-08-28
"Saturday, Aug 29","KCR","L","63-66","TBR","AL","east",0.488372093023256,2015-08-29
"Sunday, Aug 30","KCR","W","64-66","TBR","AL","east",0.492307692307692,2015-08-30
"Monday, Aug 31","BAL","W","65-66","TBR","AL","east",0.49618320610687,2015-08-31
"Tuesday, Sep 1","BAL","W","66-66","TBR","AL","east",0.5,2015-09-01
"Wednesday, Sep 2","BAL","L-wo","66-67","TBR","AL","east",0.496240601503759,2015-09-02
"Friday, Sep 4","NYY","L","66-68","TBR","AL","east",0.492537313432836,2015-09-04
"Saturday, Sep 5","NYY","W","67-68","TBR","AL","east",0.496296296296296,2015-09-05
"Sunday, Sep 6","NYY","L","67-69","TBR","AL","east",0.492647058823529,2015-09-06
"Monday, Sep 7","DET","L","67-70","TBR","AL","east",0.489051094890511,2015-09-07
"Tuesday, Sep 8","DET","L-wo","67-71","TBR","AL","east",0.485507246376812,2015-09-08
"Wednesday, Sep 9","DET","W","68-71","TBR","AL","east",0.489208633093525,2015-09-09
"Friday, Sep 11","BOS","W","69-71","TBR","AL","east",0.492857142857143,2015-09-11
"Saturday, Sep 12","BOS","L","69-72","TBR","AL","east",0.48936170212766,2015-09-12
"Sunday, Sep 13","BOS","L","69-73","TBR","AL","east",0.485915492957746,2015-09-13
"Monday, Sep 14","NYY","L","69-74","TBR","AL","east",0.482517482517482,2015-09-14
"Tuesday, Sep 15","NYY","W","70-74","TBR","AL","east",0.486111111111111,2015-09-15
"Wednesday, Sep 16","NYY","L","70-75","TBR","AL","east",0.482758620689655,2015-09-16
"Thursday, Sep 17","BAL","L","70-76","TBR","AL","east",0.479452054794521,2015-09-17
"Friday, Sep 18","BAL","W","71-76","TBR","AL","east",0.482993197278912,2015-09-18
"Saturday, Sep 19","BAL","L","71-77","TBR","AL","east",0.47972972972973,2015-09-19
"Sunday, Sep 20","BAL","W-wo","72-77","TBR","AL","east",0.483221476510067,2015-09-20
"Monday, Sep 21","BOS","L","72-78","TBR","AL","east",0.48,2015-09-21
"Tuesday, Sep 22","BOS","W","73-78","TBR","AL","east",0.483443708609272,2015-09-22
"Wednesday, Sep 23","BOS","W","74-78","TBR","AL","east",0.486842105263158,2015-09-23
"Thursday, Sep 24","BOS","W","75-78","TBR","AL","east",0.490196078431373,2015-09-24
"Friday, Sep 25","TOR","L","75-79","TBR","AL","east",0.487012987012987,2015-09-25
"Saturday, Sep 26","TOR","L","75-80","TBR","AL","east",0.483870967741935,2015-09-26
"Sunday, Sep 27","TOR","L-wo","75-81","TBR","AL","east",0.480769230769231,2015-09-27
"Monday, Apr 6","LAA","W","1-0","SEA","AL","west",1,2015-04-06
"Tuesday, Apr 7","LAA","L","1-1","SEA","AL","west",0.5,2015-04-07
"Wednesday, Apr 8","LAA","L","1-2","SEA","AL","west",0.333333333333333,2015-04-08
"Friday, Apr 10","OAK","L","1-3","SEA","AL","west",0.25,2015-04-10
"Saturday, Apr 11","OAK","W","2-3","SEA","AL","west",0.4,2015-04-11
"Sunday, Apr 12","OAK","W","3-3","SEA","AL","west",0.5,2015-04-12
"Monday, Apr 13","LAD","L-wo","3-4","SEA","AL","west",0.428571428571429,2015-04-13
"Tuesday, Apr 14","LAD","L-wo","3-5","SEA","AL","west",0.375,2015-04-14
"Wednesday, Apr 15","LAD","L","3-6","SEA","AL","west",0.333333333333333,2015-04-15
"Friday, Apr 17","TEX","L","3-7","SEA","AL","west",0.3,2015-04-17
"Saturday, Apr 18","TEX","W","4-7","SEA","AL","west",0.363636363636364,2015-04-18
"Sunday, Apr 19","TEX","W-wo","5-7","SEA","AL","west",0.416666666666667,2015-04-19
"Monday, Apr 20","HOU","L","5-8","SEA","AL","west",0.384615384615385,2015-04-20
"Tuesday, Apr 21","HOU","L","5-9","SEA","AL","west",0.357142857142857,2015-04-21
"Wednesday, Apr 22","HOU","W","6-9","SEA","AL","west",0.4,2015-04-22
"Friday, Apr 24","MIN","W","7-9","SEA","AL","west",0.4375,2015-04-24
"Saturday, Apr 25","MIN","L","7-10","SEA","AL","west",0.411764705882353,2015-04-25
"Sunday, Apr 26","MIN","L","7-11","SEA","AL","west",0.388888888888889,2015-04-26
"Monday, Apr 27","TEX","W","8-11","SEA","AL","west",0.421052631578947,2015-04-27
"Tuesday, Apr 28","TEX","W","9-11","SEA","AL","west",0.45,2015-04-28
"Wednesday, Apr 29","TEX","W","10-11","SEA","AL","west",0.476190476190476,2015-04-29
"Thursday, Apr 30","HOU","L-wo","10-12","SEA","AL","west",0.454545454545455,2015-04-30
"Friday, May 1","HOU","L","10-13","SEA","AL","west",0.434782608695652,2015-05-01
"Saturday, May 2","HOU","L","10-14","SEA","AL","west",0.416666666666667,2015-05-02
"Sunday, May 3","HOU","L","10-15","SEA","AL","west",0.4,2015-05-03
"Monday, May 4","LAA","W","11-15","SEA","AL","west",0.423076923076923,2015-05-04
"Tuesday, May 5","LAA","L-wo","11-16","SEA","AL","west",0.407407407407407,2015-05-05
"Wednesday, May 6","LAA","L-wo","11-17","SEA","AL","west",0.392857142857143,2015-05-06
"Friday, May 8","OAK","W-wo","12-17","SEA","AL","west",0.413793103448276,2015-05-08
"Saturday, May 9","OAK","W","13-17","SEA","AL","west",0.433333333333333,2015-05-09
"Sunday, May 10","OAK","W","14-17","SEA","AL","west",0.451612903225806,2015-05-10
"Tuesday, May 12","SDP","W","15-17","SEA","AL","west",0.46875,2015-05-12
"Wednesday, May 13","SDP","L","15-18","SEA","AL","west",0.454545454545455,2015-05-13
"Thursday, May 14","BOS","L","15-19","SEA","AL","west",0.441176470588235,2015-05-14
"Friday, May 15","BOS","W-wo","16-19","SEA","AL","west",0.457142857142857,2015-05-15
"Saturday, May 16","BOS","L","16-20","SEA","AL","west",0.444444444444444,2015-05-16
"Sunday, May 17","BOS","W","17-20","SEA","AL","west",0.459459459459459,2015-05-17
"Tuesday, May 19","BAL","L","17-21","SEA","AL","west",0.447368421052632,2015-05-19
"Wednesday, May 20","BAL","W","18-21","SEA","AL","west",0.461538461538462,2015-05-20
"Thursday, May 21","BAL","L","18-22","SEA","AL","west",0.45,2015-05-21
"Friday, May 22","TOR","W","19-22","SEA","AL","west",0.463414634146341,2015-05-22
"Saturday, May 23","TOR","W","20-22","SEA","AL","west",0.476190476190476,2015-05-23
"Sunday, May 24","TOR","L","20-23","SEA","AL","west",0.465116279069767,2015-05-24
"Monday, May 25","TBR","W","21-23","SEA","AL","west",0.477272727272727,2015-05-25
"Tuesday, May 26","TBR","W","22-23","SEA","AL","west",0.488888888888889,2015-05-26
"Wednesday, May 27","TBR","W","23-23","SEA","AL","west",0.5,2015-05-27
"Thursday, May 28","CLE","L","23-24","SEA","AL","west",0.48936170212766,2015-05-28
"Friday, May 29","CLE","W","24-24","SEA","AL","west",0.5,2015-05-29
"Saturday, May 30","CLE","L","24-25","SEA","AL","west",0.489795918367347,2015-05-30
"Sunday, May 31","CLE","L","24-26","SEA","AL","west",0.48,2015-05-31
"Monday, Jun 1","NYY","L","24-27","SEA","AL","west",0.470588235294118,2015-06-01
"Tuesday, Jun 2","NYY","L","24-28","SEA","AL","west",0.461538461538462,2015-06-02
"Wednesday, Jun 3","NYY","L","24-29","SEA","AL","west",0.452830188679245,2015-06-03
"Thursday, Jun 4","TBR","L","24-30","SEA","AL","west",0.444444444444444,2015-06-04
"Friday, Jun 5","TBR","L","24-31","SEA","AL","west",0.436363636363636,2015-06-05
"Saturday, Jun 6","TBR","W","25-31","SEA","AL","west",0.446428571428571,2015-06-06
"Sunday, Jun 7","TBR","L","25-32","SEA","AL","west",0.43859649122807,2015-06-07
"Tuesday, Jun 9","CLE","W","26-32","SEA","AL","west",0.448275862068966,2015-06-09
"Wednesday, Jun 10","CLE","W","27-32","SEA","AL","west",0.457627118644068,2015-06-10
"Thursday, Jun 11","CLE","L","27-33","SEA","AL","west",0.45,2015-06-11
"Friday, Jun 12","HOU","L","27-34","SEA","AL","west",0.442622950819672,2015-06-12
"Saturday, Jun 13","HOU","W","28-34","SEA","AL","west",0.451612903225806,2015-06-13
"Sunday, Jun 14","HOU","L","28-35","SEA","AL","west",0.444444444444444,2015-06-14
"Monday, Jun 15","SFG","W","29-35","SEA","AL","west",0.453125,2015-06-15
"Tuesday, Jun 16","SFG","L","29-36","SEA","AL","west",0.446153846153846,2015-06-16
"Wednesday, Jun 17","SFG","W","30-36","SEA","AL","west",0.454545454545455,2015-06-17
"Thursday, Jun 18","SFG","L","30-37","SEA","AL","west",0.447761194029851,2015-06-18
"Friday, Jun 19","HOU","W","31-37","SEA","AL","west",0.455882352941176,2015-06-19
"Saturday, Jun 20","HOU","W","32-37","SEA","AL","west",0.463768115942029,2015-06-20
"Sunday, Jun 21","HOU","L","32-38","SEA","AL","west",0.457142857142857,2015-06-21
"Monday, Jun 22","KCR","L","32-39","SEA","AL","west",0.450704225352113,2015-06-22
"Tuesday, Jun 23","KCR","W","33-39","SEA","AL","west",0.458333333333333,2015-06-23
"Wednesday, Jun 24","KCR","L","33-40","SEA","AL","west",0.452054794520548,2015-06-24
"Friday, Jun 26","LAA","W","34-40","SEA","AL","west",0.459459459459459,2015-06-26
"Saturday, Jun 27","LAA","L","34-41","SEA","AL","west",0.453333333333333,2015-06-27
"Sunday, Jun 28","LAA","L-wo","34-42","SEA","AL","west",0.447368421052632,2015-06-28
"Tuesday, Jun 30","SDP","W","35-42","SEA","AL","west",0.454545454545455,2015-06-30
"Wednesday, Jul 1","SDP","W","36-42","SEA","AL","west",0.461538461538462,2015-07-01
"Thursday, Jul 2","OAK","L","36-43","SEA","AL","west",0.455696202531646,2015-07-02
"Friday, Jul 3","OAK","W","37-43","SEA","AL","west",0.4625,2015-07-03
"Saturday, Jul 4","OAK","L","37-44","SEA","AL","west",0.45679012345679,2015-07-04
"Sunday, Jul 5","OAK","W","38-44","SEA","AL","west",0.463414634146341,2015-07-05
"Monday, Jul 6","DET","L","38-45","SEA","AL","west",0.457831325301205,2015-07-06
"Tuesday, Jul 7","DET","W-wo","39-45","SEA","AL","west",0.464285714285714,2015-07-07
"Wednesday, Jul 8","DET","L","39-46","SEA","AL","west",0.458823529411765,2015-07-08
"Thursday, Jul 9","LAA","W","40-46","SEA","AL","west",0.465116279069767,2015-07-09
"Friday, Jul 10","LAA","L","40-47","SEA","AL","west",0.459770114942529,2015-07-10
"Saturday, Jul 11","LAA","W","41-47","SEA","AL","west",0.465909090909091,2015-07-11
"Sunday, Jul 12","LAA","L","41-48","SEA","AL","west",0.460674157303371,2015-07-12
"Friday, Jul 17","NYY","L","41-49","SEA","AL","west",0.455555555555556,2015-07-17
"Saturday, Jul 18","NYY","W","42-49","SEA","AL","west",0.461538461538462,2015-07-18
"Sunday, Jul 19","NYY","L","42-50","SEA","AL","west",0.456521739130435,2015-07-19
"Monday, Jul 20","DET","L","42-51","SEA","AL","west",0.451612903225806,2015-07-20
"Tuesday, Jul 21","DET","W","43-51","SEA","AL","west",0.457446808510638,2015-07-21
"Wednesday, Jul 22","DET","L","43-52","SEA","AL","west",0.452631578947368,2015-07-22
